,text,z1,z2
0,"I'm sick and tired of those who say Hillary has no great accomplishments. I 
would say staying out of prison for the crimes she committed in the last 
four decades is a great accomplishment.",-0.144423093555,0.0984004212307
1,"This is almost terrifying to watch! how can any of these two rule a 
country! #Nobodyforpresident",-0.139150537037,-0.117104391622
2,Who's watching this after the election.,-0.132062134011,-0.107061096716
3,"Yelling over your opponent is not how you win a debate, Donnie.",-0.136186939373,-0.093634185067
4,"LOOOL Trump. Your temperament is terrible.You're a tyrant. Take several 
seats. and OML if Hilary smiles one more time, I swear I'm gonna jump off 
this roof.",0.11701813185,-0.105140274883
5,"You know what's weird? Trump says Mexicans should go back to Mexico,Muslims 
should go back to the west, But he doesn't like saying that americans are 
immigrants.",0.0470240278775,-0.0891644465897
6,"I really don't care what happens because the president doesn't have all the 
power. The U.S.A's main governmental power is divided into three branches, 
as we all know: The Executive Branch, The Legislative Branch, and The 
Judicial Branch. If the president wants to sent out new laws, 2/3 of the 
Legislative Branch must agree on it, or else it would be overwrited.",-0.128252549546,-0.115003732496
7,THEY BOTH NEED TO STOP INTERRUPTING THAT POOR MAN !!!!!!!!!!,-0.116579536436,-0.101223147816
8,why is trump always so triggered,0.861805335004,0.0130842666838
9,"I don't live in the US, have never been there (I'd love to go though), but 
I still watch these. Your American politics are hilarious ;D",-0.133325588685,-0.114859569784
10,Where's Hilary's shoulder shake? Lol,-0.13549686011,-0.144309527976
11,A small loan of a million dollars,-0.109563040526,-0.0862031851658
12,people ask me why i watch these and idk I find it so entertaining,-0.124980813895,-0.11904730344
13,"W O W, AMERICA!!!!!!!...you are a country of 319 MILLION people and the 
best you can do for a potential president is one of these two!!!!?!?!?!!!!! 
Would you like to borrow a paddle?? LOL",-0.155821755335,-0.164505151838
14,"To me it feels like all the hosts are against Trump and thats not right, 
they should be neutral.",0.210136757551,-0.0645445416866
15,ANYBODY HERE NOW,-0.109563040526,-0.0862031851658
16,How would you vote for this? It is just impossible😂,-0.135228594662,-0.114363288203
17,We are soooo going to miss President Obama! 😔😔😔,-0.128172361111,-0.109342876323
18,"If Hillary Clinton was a ship, she would be called the Titanic! And Donald 
Trump is the iceberg! And we all know what happened to the Titanic!",0.148103541205,0.340449441273
19,"even though I am a Muslim, even though I am not gonna vote, yet I would 
never vote for a fake person such as Clinton! her laughs, her smiles, her 
answers, even her her nodding are all fake.",-0.13551293275,-0.050306402951
20,Hilary is a criminal.,-0.122091973219,-0.139444047752
21,"THANK YOU LORD that I live in South Africa. I just have to choose between a 
bald ass penguin and a nincampoop!!!!",-0.125245579559,-0.120451386845
22,"I feel like Trump and Hilary are two divorced parents fighting over custody 
of us, but we kinda just wana go live with grandma.",0.104527116009,-0.121296617489
23,"I love Donald Trump. I hate Hilary Cliton! Because she is such a liar and 
she didn't deserve to be president. Donald Trump won the election last 
week, and I'm happy because he and Mike Pence Vice President are going to 
make America great again!",0.196149350047,-0.0981502625352
24,"Trump was right. Stop and Frisk did help a lot. According to wall street 
journal, Homicide, Rape and Robbery increased and has been since the new 
person came in",0.0824541716645,-0.0708823099264
25,"This is literally two grown adults talking over each other like children. 
Seriously, no respect for each other nor for the guy trying to keep them on 
topic. This is a joke.",-0.124791628522,-0.100714464392
26,"Trump always acting like a baby, in the next debates he must show up with a 
bottle.",0.386991460516,-0.0495886304707
27,"can they have the 4th debate? hehe. i am kinda addicted to the hilarious 
and dramatic debate. i am wondering what i a going to do after the 
presidential election. lol",-0.158170270747,-0.117760369071
28,hate trump and I hate clinton but frankly trump is the one I would want,0.236509993392,-0.0278494557626
29,"Trump is just a charlatan, a big liar and a big fraud.",0.0782624627946,-0.0872782183128
30,Bye im moving to Dubai! ;),-0.123814229024,-0.0873163743488
