6,0,com
6,0,https
6,0,http
6,0,www
6,0,edit
6,0,twitter
6,0,media
6,0,deleted
6,0,debate
6,0,shit
6,1,just
6,1,people
6,1,did
6,1,yeah
6,1,election
6,1,didn
6,1,say
6,1,question
6,1,think
6,1,fucking
6,2,trump
6,2,hillary
6,2,clinton
6,2,donald
6,2,just
6,2,donald trump
6,2,think
6,2,people
6,2,question
6,2,did
6,3,like
6,3,just
6,3,debate
6,3,trump
6,3,people
6,3,feel
6,3,hillary
6,3,way
6,3,don
6,3,looked
6,4,deleted
6,4,yes
6,4,http
6,4,honestly
6,4,history
6,4,hillary
6,4,help
6,4,hell
6,4,having
6,4,haven
6,5,debate
6,5,said
6,5,trump
6,5,think
6,5,thing
6,5,just
6,5,clinton
6,5,hillary
6,5,point
6,5,presidential
