,text,z1,z2
0,So it turns out that Obama's weird brother served no purpose at all. That's interesting.,-0.136958644009,-0.153862029802
1,Somehow Clinton found the strength not to be distracted by a man she's never met. ,0.132516423072,-0.161107512995
2,It seems Trump forgot that he's not actually running against Obama.,0.068585849901,-0.242926834963
3,Has he remembered that he's not running against Bill Clinton yet?,0.0633300749112,-0.114039437896
4,"Chris Wallace: *I know you didn't agree to closing statements, but fuck you both you're doing one.*

",-0.0739417555307,-0.0515697029051
5,"Hillary: Fair enough, I have one because of course I do.",0.143274609702,-0.0607576331138
6,"Chris Wallace: I know you didn't prepare a closing statement...

Hillary: bitch I could recite to you 15 different closing statements right now. You could wake me from a drunken stupor and I could still give you like 9. ",0.130702970607,0.0884941944817
7,I used to recite closing statements instead of bedtime stories to Chelsea.,-0.0556553491668,-0.0237109727173
8,"Mom I'm 20 and in college now

Shush dear I'm going to need you to fact check it in the morning",-0.127845364596,0.0426075877851
9,Just go to my website where we have real time fact checking,-0.0974264987476,0.0977739518414
10,"Trump: it's ok, even if you had given me prior notice, I wouldn't have prepared a closing argument. Hell, I haven't even prepared for any of the debates. ",0.165143268854,-0.210773795849
11,"Hell, I haven't prepared for this election",-0.161557462565,-4.265750912e-05
12,Hillary Clinton could legitimately run foreign policy better in a drunken stupor than Trump at his best.,0.272110416645,-0.246927366582
13,"While giving her spheel you can see Trump scribbling down furiously. 

And he ended the debate saying he will stop African Americas form killing each other in the inner cities. ",0.281545969838,-0.264261863483
14,Yeah. He can't seem to understand that equating minorities and the inner city is not the way to go. ,-0.0840138631531,0.0471796093197
15,"At one point he actually said they're all poor and uneducated. 

He also failed to mention that chicagoans get all their guns by driving 20 minutes into the next county. 
",-0.124281331191,0.0319640015578
16,Most guns involved in crime in Chicago originate in Indiana. If only Trumo knew the governor there!,-0.0833508484637,0.0165230172844
17,spiel :),-0.0833508484637,0.0165230172844
18,"Watched that with friends and we all agreed that was about the best possible surprise question they could get.

Being POTUS means thinking on your feet, and keeping a sense of civility and decorum with you at all times.",-0.052949151893,-0.0267037011739
19,"Republican candidate arguing for stricter regulations on businesses, Democratic candidate rattling sabers against Russia, Fox News having the fairest debate moderator....is this the mirror universe?",-0.00928557563225,-0.0202612096718
20,"Welcome to the berenstain bear universe, things are different here. 
",-0.0833508484637,0.0165230172844
21,"Republicans defending Wikileaks and Democrats hunting them....it really is, it really is.",-0.0882088403656,0.0154302244655
22,"Kellyanne Conway on CNN right now: ""Trump will accept the results of the election because he will win the election.""

edit: she just walked out on the interview in the spin room!

",-0.0348874187076,-0.0931015348024
23,"When your campaign manager refuses to talk to the media after a debate, you know you just had a really really really catastrophically bad time.",-0.057124502823,0.0177332899296
24,Bigly,-0.0833508484637,0.0165230172844
25,^^^^^^wrong,-0.116785259308,0.0189126936494
26,One could say you were...a disaster.,-0.120208258105,0.0627107965442
27,"She's a pollster, she sees the writing on the wall. And I don't think that she has a future if she helps Donald Trump with ... whatever he does when he loses.",0.174657371234,-0.197322958379
28,She's so precious!,-0.0833508484637,0.0165230172844
29,"The SNL skit about her really humanized her for me. It's a tough job, but someone's gotta do it.",-0.0882088403656,0.0154302244655
30,"Anyone notice the part where Wallace was asking a question, giving context, and Trump interrupted with a big ""Correct"". 

And Wallace was llike ""Uh...Thanks, Now if I may continue...""?",0.11390017727,-0.175296729227
31,"""Well, I was gonna give you a chance, Donnie, but those rape accusations are coming up now.

...Fucker.""",-0.0833508484637,0.0165230172844
32,"Trump's interruptions of Wallace were amazing.

He was pressing Clinton on the appearance of a conflict of interest with her Foundation, and her answer was not the best. But when he want back to press her again Trump came in and started talking about throwing gays off roofs, and Clinton was like ""hell yes Don let's change the topic to something insane.""",0.387208830848,-0.145920356895
33,"Half of me is mad she didn't answer the question, but the other half of me applauded the fact that she was smart enough to recognize Donald's interruption as an easy way to get out of the corner she was in. Like her or not, girl's got mad debate skills.",0.175985668889,0.195638217409
