,text,z1,z2
0,I'm Irish and I don't care😂🇨🇮🖕🏻,-0.134574344463,-0.103825885271
1,"Trump and Clinton are merely two different symptoms of the same fatal 
disease",0.41761459385,0.0151910737012
2,Both Trump and Clinton are unworthy. KICK THEM BOTH OUT!,0.41761459385,0.0151910737012
3,"Trump Supporters: I implore you when you vote, triple check your selection. 
If the machine's a ""Smartmatic"", then it's a potentially rigged machine 
owned by George Soros. Demand a Paper Ballot.

http://thetruthdivision.com/2016/10/alert-see-smartmatic-voting-booth-polls-heres-must/
",0.147989938453,-0.0871167144297
4,"God it's funny to hear Hillary talk about the Supreme Court since she 
withheld tons of information from them and was completely uncooperative.",-0.191475081711,0.262611080823
5,"Smoke some weed or take LSD and watch this. Imagine how we got here. We are 
humans watching our masters debate. It's like all a game. Taking our 
attention away from something else. Bigger.",-0.143267066138,-0.129271819228
6,i vote Franklin Clinton,-0.107783604604,-0.0919164123819
7,Jesus tits- Trump has a terrible facelift.,0.866841632082,0.0460347495666
8,Lol who is watching this on election day november 8,-0.141620912791,-0.128158022499
9,Independent NYC voter for trump . police officer for trump !,0.866841632082,0.0460347495666
10,This bitch thought she had it lmao,-0.126612050409,-0.102180063162
11,"Obama ruined this country and Hillary will make it worse. trump may not be 
the best, but he IS better than Hillary",-0.0153071884999,0.381503013162
12,"How many of the American people are aware, that there are other candidates 
(e.g. Johnson & Stein) that you can vote for?",-0.139304578262,-0.136685206797
13,"I'm sorry...but I think I'd feel just a tad more comfortable with the 
country in Hillary's hands than in his. His characteristics an demeanor and 
some of the things he says are so immature & outlandish I really can't 
believe he's gotten this far. I don't want someone like this representing & 
dictating us at all. His personality is just too unattractive for my 
comfort & trust levels. I loved Bill as our president, and I think she'd 
rekindle a lot of the ways he ran the country. This guy here, no ma'am...I 
just don't like this rude pushy fellow and I don't want him to be the our 
president, I just can't stand this guy. HILLARY 100%!",-0.18094392797,0.0449006928536
14,"I will never understand how people can say some of the things being said 
throughout this election. No matter who you choose to vote for, it is not 
right to say any of the candidates should commit suicide or be murdered. It 
is also very silly to assume that World War III is going to breakout due to 
the results of this election, or that this country is headed towards the 
apocalypse. With that being said though, Donald Trump is the best candidate 
we could vote for, because otherwise, our country will be worse off. His 
only real competition is Hillary Clinton, who has proven herself to be a 
crooked and corrupt politician; any third-party candidate currently running 
for president stands no chance of actually winning. 


Donald Trump is nowhere near as bad as people think he is. Despite popular 
belief, he is not going to lead our country into an era of racism, sexism, 
xenophobia, or hate. Sure, he has said some pretty offensive things, but 
that just shows that he is an actual person who does not try to be 
politically correct in order to just win the vote. We have all said things 
that we regret or did not mean, and that makes us human. Politicians like 
Hillary Clinton have said things almost as bad as what Trump has said, but 
only in private. For example, as much as people like to point to out that 
Donald Trump has accused President Barack Obama of being born in Kenya, it 
was a Clinton employee who first suggested it. According to Joshua 
Muravchik in “Hillary Clinton’s Bad Old Days”, “Clinton-family retainer 
Sidney Blumenthal had furnished the material on Obama’s past” (34). Clinton 
is unreliable and has crooked ways, as she now claims to support Obama.


Hillary Clinton’s corruption as a politician is also demonstrated by the 
way that she can be “bought”. Many people believe that she is nothing more 
than a puppet for large corporations and rich people that donate to her 
foundation. As Sam Frizell points out in “The Benefits of Friendship with 
Hillary Clinton”, “half the private individuals whom Clinton met with… 
donated to the foundation. That’s 85 out of 154 people” (5). This 
contradicts a Clinton quote that Frizell also brings to attention, 
“‘Democracy can't just be for billionaires’” (6). Donald Trump is a 
billionaire who worked throughout his life to get to this point, and will 
not be easily bought, as he is not hungry for the money. The same can not 
be said for Hillary. 


I understand why so many people are reluctant to give Donald Trump a 
chance. He’s a loudmouth who lacks political experience, but compared to 
Hillary, he is safe. He has proven that he understands the economy with the 
fact that he has done so well, and he has policies that could help our 
country. Many people may be put off by what Trump has said about some 
things, such as illegal immigrants, and his idea of “building a wall” to 
keep them from coming into the United States. Those people just 
misunderstand though, as Trump claims in his book Crippled America: How to 
Make America Great Again, “I don’t want to stop legal immigration to this 
country. In fact, I would like to reform and increase immigration in some 
important ways” (29). I believe that many of his other policies may be 
misunderstood as well, but in time, if he becomes president, we will see 
that he has what is best for our country in mind. In regard to those voting 
for a third-party candidate, you are just wasting your vote. Your 
frustration with both major candidates is understandable, but please think 
about which of them will be better for our country, as you could be making 
a huge mistake by not voting for them. Donald Trump is not the only the 
most fit candidate for presidency, but perhaps the only fit candidate.",0.0308945563931,0.099538538792
15,"Can we all agree that we need someone who is a master businessman/woman to 
get the debt reduced massively..?",-0.135347760741,-0.109777436188
16,"I would never vote for Trump watching him mock a handicapped person is a 
sign of childish Behavior to have him In Charge of nuclear weapons of mass 
destruction would destroy this country",0.105587040362,-0.0906771431832
17,"1:20:04 You can hear a whisper say ""dozen"" then she continues to say that 
exact word. And remember that this is unedited video of the debate",-0.132035386439,-0.120574404992
18,"Hillarys outfit looks like shes a chinese mob boss and could pull out a 
ninja sword from behind her back any second!",-0.118722530221,-0.116403940413
19,"Hahahaha!!! I know all you little college SJWs, BLM supporters, socialist 
""democrats"", cop haters, anti-white people, feminist, Mexicans, Muslims, 
Euroweenies, hipsters, celebrities, delusional, bleeding heart, tree 
huggin, liberals are shitting in your skinny jeans right now lmfao!",-0.139729329344,-0.100681716885
20,"Even if you are one of those that are thinking of voting for Trump, you 
must agree that he's still a spoilt little child. How can you say 'Nasty 
woman' in a presidential debate? So childish. I don't like either of them 
but Hilary knows what she's talking about and Trump is just dangerous.",0.165533518323,-0.115255558606
21,"Hillary wants to talk about misogyny, but her bill is worse than Cosby!",-0.181901429162,0.275363247857
22,"Who can't wait for the election like if you are excited and reply if you 
want",-0.136290175767,-0.120311783826
23,"Hillary wants to have everyone that is wealthy to give there money to 
everyone else even though that they worked hard to get that money. So if 
everyone has the same money, money will have no value.",-0.143997240071,0.0319666822052
24,"I'm from South Africa, somehow I feel embarrased for America. These two 
""grown ups"" should be embarrased. America should be embarrased!",-0.125623447118,-0.130002778551
25,"if I had a penny every time Trump lied I would have a small loan of a 
million dollars.


All in all though:Trump2016",0.294996431022,-0.0387255794632
26,"Can't believe Hillary Clinton or Donald Trump is going to be our next 
president",0.056660344334,0.200203888584
27,😳I hope Clinton wins I don't wanna be separated by my family .😟,-0.108540599126,-0.0712103886854
28,"Lol trump is a joke, I hope he does us good tho.😣",0.0911621755194,-0.0817605445855
29,"If some of these illegals are standing around looking for work then ship 
their asses out of the country. If there are reports of illegals being 
employed ILLEGALY then have to go...give them a ladmo bag on the way out",-0.137907157828,-0.0990610256393
30,Member when there weren't so many Mexicans?,-0.111254762347,-0.0857880939432
31,"The war monger in me wants to vote Hillary. I mean when will we get another 
candidate whose willing to start a nuclear war with Russia?

But the part of me who wants to pay fewer taxes, see the economy less 
regulated & likes breathing wants Trump.

I think Hillarys plan for WW3 is more focused on helping all Americans. If 
we're all dead no one has any problems left, And its all perfectly fair. 
Death is well know for its complete lack of bias to economic standings, 
Race, Gender, Religion & Nation of origin.

Hillary is right. Death is the only fair solution and Russia can be the 
provider....",-0.0884577031624,0.142871100126
32,"America will be the laughing stock of the world !! But at least Clinton is 
not in power. She is nothing but a crook.",-0.120228240711,-0.102272906139
33,i've decided that i'm voting for bill nye.,-0.111543217935,-0.100102490326
34,I hope Hillary Clinton drinks bleach and kills her self!,-0.15223744643,0.301578720723
35,"I'm so sad today. I just found out my dad is voting for Hillary... If he 
was still alive I think I could talk him out of it...",-0.174968704086,0.178049194804
36,"We do all realize that Clinton is going to win right? People let's wake up 
please!",-0.122626087004,-0.0850367081752
37,"Voters like Trump because he talks the way they do. People always shouting 
at the tv or the computer screen about things they don't like what's going 
on in the country and other countries. Well, there is a difference. When we 
talk like that, we're not in the public's eye like tv or the internet with 
people all over the country and other countries watching us and hearing us, 
therefore, there aren't any consequences when we do it. But when a you talk 
like that in the public's eye, there ARE consequences for it and if you're 
president the consequences don't just come to you but to the country as 
well. Trump has been talking like that a lot and a lot of people don't like 
it. If you were running, would you dare talk like that in the public's eye? 
Past presidents have always been well aware of that which is why they 
always talk in cool, calm matter no matter how upset they are.",-0.0534571129968,-0.120195508515
38,"I'm English, I don't give a trumps ass.",-0.140420810374,-0.107241441923
39,"I have lost all hope for this election and my country...

Anyone else given up?",-0.134841358258,-0.103299436304
40,"No one understands hillary is a mean liar and wants to go to war with 
Russia.. many people may not like politics!! But many people don't like a 
president that lies, and you can trust *cough* *cough* hillary. If she 
wins. This worlds gonna be h*ll! I'm voting for trump!",-0.0649117812153,0.184467275393
41,"I'm a woman. And I'm not really bothered by the stories of what Trump has 
said towards women. OUR COUNTRY IS REALLY SCREWED, AND WE ARE WORRYING 
ABOUT WOMENS FEELINGS!? SO HE DOESNT THINK CERTAIN WOMEN ARENT ATTRACTIVE. 
ITS JUST HIS PERSONAL OPINION!! We all have those thoughts. Has Trump done 
anything ILLEGAL? No. But Clinton has...",0.0972741210923,-0.0668586571412
42,they both should go and get a life,-0.114118071234,-0.0996899849593
43,CLINTON 2016! MADAM PRESIDENT 🇺🇸,-0.0870397721298,-0.0849122023132
44,"I'm from the UK and hope that Clinton becomes president as she has more 
common sense than Trump.",0.172393528321,-0.0407050579184
45,I am beginning to think that not EVERYONE should have the right to vote :),-0.146280368685,-0.102813240278
46,I just cant stop looking at it,-0.12065981937,-0.116236050533
47,"One thing is clear!
Donald Trump is businessman and he will be benefited (this could be a great 
clear reason). Hillary Clinton worked for government and country from very 
many years and she has more experience than Trump. I think that Clinton 
will be better president than Trump. We haven't seen the power of woman 
till now and now its time to. Trump could be threat to country and people 
as he could cross any limits to run his business. That's what my opinion 
says.",0.229085864507,0.0865490046484
48,Her retarded smile makes me wanna grab a bucket and puke my guts out.,-0.111254762347,-0.0857880939432
