,label,text
0,4,So it turns out that Obama's weird brother served no purpose at all. That's interesting.
1,2,Somehow Clinton found the strength not to be distracted by a man she's never met. 
2,2,It seems Trump forgot that he's not actually running against Obama.
3,4,Has he remembered that he's not running against Bill Clinton yet?
4,4,"Chris Wallace: *I know you didn't agree to closing statements, but fuck you both you're doing one.*

"
5,4,"Hillary: Fair enough, I have one because of course I do."
6,4,"Chris Wallace: I know you didn't prepare a closing statement...

Hillary: bitch I could recite to you 15 different closing statements right now. You could wake me from a drunken stupor and I could still give you like 9. "
7,4,I used to recite closing statements instead of bedtime stories to Chelsea.
8,0,"Mom I'm 20 and in college now

Shush dear I'm going to need you to fact check it in the morning"
9,0,Just go to my website where we have real time fact checking
10,2,"Trump: it's ok, even if you had given me prior notice, I wouldn't have prepared a closing argument. Hell, I haven't even prepared for any of the debates. "
11,0,"Hell, I haven't prepared for this election"
12,2,Hillary Clinton could legitimately run foreign policy better in a drunken stupor than Trump at his best.
13,2,"While giving her spheel you can see Trump scribbling down furiously. 

And he ended the debate saying he will stop African Americas form killing each other in the inner cities. "
14,0,Yeah. He can't seem to understand that equating minorities and the inner city is not the way to go. 
15,0,"At one point he actually said they're all poor and uneducated. 

He also failed to mention that chicagoans get all their guns by driving 20 minutes into the next county. 
"
16,0,Most guns involved in crime in Chicago originate in Indiana. If only Trumo knew the governor there!
17,0,spiel :)
18,4,"Watched that with friends and we all agreed that was about the best possible surprise question they could get.

Being POTUS means thinking on your feet, and keeping a sense of civility and decorum with you at all times."
19,4,"Republican candidate arguing for stricter regulations on businesses, Democratic candidate rattling sabers against Russia, Fox News having the fairest debate moderator....is this the mirror universe?"
20,0,"Welcome to the berenstain bear universe, things are different here. 
"
21,0,"Republicans defending Wikileaks and Democrats hunting them....it really is, it really is."
22,4,"Kellyanne Conway on CNN right now: ""Trump will accept the results of the election because he will win the election.""

edit: she just walked out on the interview in the spin room!

"
23,0,"When your campaign manager refuses to talk to the media after a debate, you know you just had a really really really catastrophically bad time."
24,0,Bigly
25,0,^^^^^^wrong
26,0,One could say you were...a disaster.
27,2,"She's a pollster, she sees the writing on the wall. And I don't think that she has a future if she helps Donald Trump with ... whatever he does when he loses."
28,0,She's so precious!
29,0,"The SNL skit about her really humanized her for me. It's a tough job, but someone's gotta do it."
30,2,"Anyone notice the part where Wallace was asking a question, giving context, and Trump interrupted with a big ""Correct"". 

And Wallace was llike ""Uh...Thanks, Now if I may continue...""?"
31,0,"""Well, I was gonna give you a chance, Donnie, but those rape accusations are coming up now.

...Fucker."""
32,2,"Trump's interruptions of Wallace were amazing.

He was pressing Clinton on the appearance of a conflict of interest with her Foundation, and her answer was not the best. But when he want back to press her again Trump came in and started talking about throwing gays off roofs, and Clinton was like ""hell yes Don let's change the topic to something insane."""
33,3,"Half of me is mad she didn't answer the question, but the other half of me applauded the fact that she was smart enough to recognize Donald's interruption as an easy way to get out of the corner she was in. Like her or not, girl's got mad debate skills."
34,3,"I'm honestly a little disappointed in all these debates. Clinton's biggest strength as a politician who is a major policy hawk, well read on every issue to an insane level, who usually doesn't give the time of day to anything else. Her main problem is that she doesn't really care about stuff like using private email servers, and she has had to study a lot on how to do the traditional bloviating politician shtick.

If the Republicans had actually nominated a semi-serious candidate, we would probably be having some very sharp and revealing policy discussion where Clinton and this imaginary Republican go toe to toe on where economic growth comes from, how to untangle Syria, and what can be done to improve race relations. We would here about body cameras, carbon caps, and entitlement reform like they were nothing.

Instead, we get this shit. Clinton is one of the smartest people out there and will be a much better President than she is a campaigner. If the GOP thinks they will have an easy time in 2020 they are in for a surprise."
35,2,"The best part was the reactions of both candidates. Trump honestly looked proud of himself, and Hillary was smiling to herself because the moderator had just subtly called out her opponent."
36,0,The smug look on trumps face was hilarious
37,0,"""Umm...I'm not sure we should be using 1950's television as a benchmark for what is or isn't offensive to say in 2016."" - Anderson Cooper 

lol....Jeffrey Lord is losing it on CNN"
38,0,But the 1950's was when America was great! /s
39,0,And when the highest tax bracket was 90%. These people are fucking stupid.
40,0,I love how they gloss over that so often.
41,0,"Wait, for real? 

I'm a filthy rube that actually doesn't know what the highest tax rate was in 1950."
42,0,"Yeah the highest bracket was super high up until Reagan slashed em. The way tax brackets work is e.g. : every dollar you earn 1-9.99MM is taxed at 35% every dollar after 10MM in that year is taxed at 90%. This is just an example but I wanna stress because lots get this wrong, at no time does making more money and getting taxed more mean that you make less net money."
43,0,"Australian here, lots of otherwise smart, normal people do not realise this. They complain about being pushed into a ""higher tax bracket"" as if it means they get less money."
44,0,My new favorite pastime is watching videos of Jeffrey Lord getting shit on by an entire panel.
45,0,"Ohhh but what was even better was he continued and said ""it's not as bad as the N word! Right?"" And leaned over to Van for support. Everyone then just let him float with no support on that.  I don't think I've ever laughed that hard in my life."
46,0,What'd he say?
47,4,"Jeffrey Lord was defending Trump's use of the term ""bad hombres"" and said he heard that on TV in the 50s all the time."
48,4,"He defended ""bad hombres"" as an inoffensive saying.  First, he said it's ""not as bad as the N word"".  Then, he followed that by saying that he hears people using it all the time.  When someone asked where he hears it, he cited ""1950s TV shows"". "
49,2,"Clinton: He was for the war

Trump: WRONG

Clinton: He said the primaries were rigged

Trump: WRONG

Clinton: He said Emmies were rigged

Trump: That one is legit"
50,0,This will be on the SNL cold open on Saturday.
51,0,[Hope it's as good as this](https://www.youtube.com/watch?v=8Zbv-u1ml6g)
52,0,Priorities
53,0,"Can't believe he went back to ""wrong."" How do you think that's a good idea at this point? That wasn't doubling down, just makes you look afraid of what your opponent has to say."
54,0,Nasty Woman and the Bad Hombres would be a good band name
55,3,Nasty Woman sounds like a girl group Prince would have put together in the 80s
56,0,Big Lee on drums
57,3,Kellyanne Conway is on CNN. She looks like she started drinking halfway through the debate.
58,1,"""She always looks like the last ten minutes of Prom"""
59,0,"Damn, that's... I see it.
"
60,0,"The man trying to gain the votes of Republicans just criticized Ronald Reagan.

What the fuck has to be going through your mind to do that?"
61,4,Maybe its finally time that Republicans admitted what a big dirty liberal Reagan was.
62,2,"Clinton: ""...and you can google 'Donald Trump Iraq War' and hear for yourself the recording of Donald saying those very words.""

Trump: ""Wrong."""
63,0,"That was so excellent. Her previous ""Go to my website and read my fact checking!"" was canned and silly- which independent voter bloc is that going to sway? Tell them to Google it. It's 2016. You can't lie publicly and get away with it forever, because as soon as you see the video, you know he's a bullshitter."
64,3,She cut the super-obvious canned jokes/lines too. It's almost like she's running a normal campaign where the staffers pay attention and point out the stuff that doesn't work and the candidate actually listens to them. 
65,0,"My god, so glad she got rid of the Trumped up trickle down bullshit.  "
66,4,"The hillaryclinton.com shoutouts bothered me too, they didn't really appeal to an independent audience. Saying to just google it is much, much more effective.

If Hillary were half as nefarious as people love to suggest, she'd have SEO people working on the Trump results. With as tight a campaign she's been running, I wouldn't be surprised."
67,3,"I don't understand how you can run for president and not realize when you have a microphone attached to you people can replay what you said. Like when he denied making fun of the disabled reporter. 

His surrogates tried to play it off that it was OK he did it because he also made fun of other people. 

But he still denies he did it. Like I can't just YouTube the clip. "
68,0,On CNN two white people are telling a mexican woman she shouldn't be offended by comments aganst Mexicans and women.
69,2,"Something I noticed. There were several times where Clinton deflected from difficult questions by ending her statement with an attack on Trump. This would not have worked against a seasoned politician, but every single time this happened Trump ended up taking the bait and changing the conversation away from something that could have damaged Clinton towards a topic where he had to play defense. It was remarkable, truly."
70,0,"Agreed, he always rose to the bait. And thus spectacularly lost. "
71,4,Correct I noticed that too. Now...who do you want dealing with other world leaders when it comes to representing America? Donald or Hillary
72,3,Its like hillary had a previous job or two where she talked with world leaders all the time...
73,4,"Good point. I personally think she is playing to his weaknesses. I feel if she was up against a real politician it would be a lot more contentious though I think she would have an answer (or deflection).

When you're trying to wrangle a tiger, you try to avoid the teeth."
74,1,"Oh no, she was playing him like a fiddle. While I would have appreciated it if she had stood her ground more on a few things (what the hell is so awful about NAFTA specifically?) I feel like she effectively showed how much of a reactive punk Trump is."
75,2,That's because Clinton knows how to win a damn debate. She turned him inside out. 
76,2,"""Mr. Trump, what is your plan for improving the American economy?""

""WE WILL INSULT OUR ALLIES THEN ASK THEM FOR MONEY""
"
77,4,Oh! Have you met our president? -- Someone living in the Philippines
78,0,"""Once I started talking about it they started to spend the money""

Forgetting the fact that this was planned by NATO years ago..."
79,3,"Sometimes I feel like Trump thinks EU4 is real life. Saying ""why didn't we take all of Iraq's oil?"" like he's shift-clicking the money button in the peace deal"
80,2,"*The disputed succession of Hillary I has caused Reactionary rebels to rise up! They are led by Donald Trump, who styles himself The Donald, and they will stop at nothing to achieve their goals.*"
81,4,"*Right wingers are always superstitious, and the appearance of disastrous polling numbers for The Donald has caused panic among them. They are convinced that this is a sign that the end of times is near or that the election is rigged*

-1 stability"
82,4,"> 
""... But I'd like to start off where we left:  
When I said Japan and Germany--and I'm not to single them out, but South Korea--these are very rich powerful countries--Saudi Arabia nothing but money--we're protecting Saudi Arabia.  

>&nbsp;


>Why aren't they paying? She immediately--when she heard this I questioned it--and I questioned NATO--why aren't the NATO questioned? Why aren't they paying--because they weren't paying.

>&nbsp;


>Since I did this, this was a year ago--all of the sudden they're paying--and I've been getting a lot of, a lot of credit for it. All of the sudden they're starting to pay up--they had to pay up--we're protecting people--they have to pay up--and I'm a big fan of NATO but they have to pay up.

>&nbsp;

>She comes out and says: ""We love our allies we think our allies are great!""  
Well... Its awfully hard to get them to pay up--when you have somebody saying we think how great they are. We have to tell Japan in a very nice way--we have to tell Germany--all of these countries--South Korea.  
We have to say: ""You have to help us out.""  

>&nbsp;

>We have during his regime, President Obama's regime--we've doubled our national debt--we're up to 20 trillion dollars. So my plan--we're going to renegotiate trade deals. We're going to have a lot of free trade--we're going to have free trade--more free trade than we have right now--but we have horrible deals.""  

--[Trump 39min mark]
(https://youtu.be/ye0Xblp_Nb0?t=38m52s)"
83,4,"Worst moment of the debate: 

""I'll leave you in suspense"""
84,0,"I dunno if that beats:

* *I don't trust or believe US intelligence agencies*
* *What a nasty woman*
* *I didn't say that* SMASH CUT to him saying it
* *The Iraqis are attacking Mosul to help Hillary in the polls*
* *Hillary shouldn't be able to vote because I think she committed a crime, and the application of law and order and the constitution is at my whim*

He went full Infowars tonight, and I can count at least two or three attack ads that will just quote him, and he'll claim he never said any of it."
85,0,[removed]
86,2,Unprecidented in the history of American politics is Trump's middle name.
87,0,Junprecedented 
88,0,The J is silent.
89,4,Gore probably has the most legitimate case in history to contest a vote and even he bowed out gracefully.
90,0,"Although I agree that those are terrible, a presidential nominee refusing to state that he will abide by voter choice is literally a nightmare scenario in American politics. "
91,0,"What the fuck does that even mean? 

I'm not trying to be funny or anything. It's just so incoherent and idiotic.

What does it *mean*?"
92,4,"In the history of our nation, each losing candidate makes a concession speech. Every. Single. One. The moderator pretty much laid out the grounds, it is accepted as the norm - almost an unwritten rule if you will - and we move on as a nation. 

**Edit:** The moderator, not Clinton, pointed out that it is essentially custom.

Wallace: But sir, there's a tradition in this country of the peaceful transition of power, and no matter how hard fought a campaign is, the loser concedes to the winner - not saying you'll be the loser - and they come together for the good of the country."
93,2,Trump is very good with unwritten rules........*Tax returns* *cough cough*....uh *sniff*
94,4,"It means he can't answer yes or no, because if he wins, he'll accept the outcome.  If he loses, he's going to whine like a petulant child and declare it's a rigged outcome and The People shouldn't accept that Clinton won.  

From his POV, it's a trick question.  He can't say, ""I accept the outcome no matter what"" or ""I won't accept the outcome"", because it depends on who wins.  If Clinton wins, then it wasn't a real, legitimate election and the voters didn't really get their voice heard.  If he wins, then it's the will of the people and there's no sense challenging his victory."
95,0,[deleted]
96,3,"He's treating a US presidential election like reality TV because he's a narcissistic piece of shit. He doesn't care about the real world consequences, he just wants to tickle his ego. Fuck Republicans for giving this moron the power to have a national stage."
97,0,Horrifying.
98,4,"Oh its guaranteed at this point.  Trump does not give a fuck about what it means for a candidate to not concede.  To him its no big deal.  Frankly, he is just too stupid to realize WHY its important for the peaceful transfer of power."
99,0,Every single inaguration day it's celebrated how beautiful and important this is
100,0,It actually is. This is literally insurrection against the United States.  Accepting the peaceful transfer of power and election results is the foundation of our government. Take that away and we have nothing but chaos.
101,0,"Wow, Van Jones isn't taking any prisoners... 

>What we just got here was the nominee for a major party for the first time in our history signalling to the American people that he has so little faith in our institutions, he has so little faith in our people, he has so little faith in our courts, he has so little faith in our Republican Governors.. that he will not stand in front of his own country, in front of his own nation and say that he respects the process and the outcome. That is an outrage, the appalling lack of patriotism from this man, to stand there and praise Putin and Assad more than he has ever praised any American president.

https://twitter.com/CNN/status/788937779451396097"
102,0,"Honestly Van's best quote of the night was when he was discussing Hombres post debate. The female Hispanic pundant said she found it offensive and why, and the conservative pendants tore into about political correctness being bad.

Van sat there and said something along the lines of: If I tell you something is offensive, and you tell me, it is in the nature of civility that I try to understand how what I said was wrong. It used to be called civility. It wasn't called ""political correctness"" until others(hinting to minorities) started asking for it.

An absolutely perfect and succinct way to sum up the point. "
103,0,"I can sort of understand the logic of someone saying they have no respect for the election process.   I'm not that good of it myself.   What I don't understand is that person RUNNING FOR PRESIDENT.  

""So,  tell us why you want to work here. ""

"" Well,  you're truly awful and I have nothing but disdain for your and your business. """
104,4,"I'd be one thing if he actually rationally criticized our process.

You know, the lack of a national voting holiday, low voter turnout when compared with western liberal democracies, corporate money in the process (inb4 ""but shillary,"" one candidate took the stage and pledged to appoint justices to overturn citizens united, and it wasn't trump), our failure to educate young Americans on civic responsibility, foreign governments actively attempting to subvert our process (*cough* Russia *cough*), totally inadequate polling stations in urban areas, etc, etc, etc.

But that's not what he does. When he's ahead, the polls are great, the people are great, the process is great. When he's down? Literally everything is rigged ooooo woe is me.

Jesus fuck how can you call yourself a trump supporter and not be embarrassed at this point?"
105,0,Van Jones has been AMAZING throughout all this. Always love what I hear from him.
106,4,"I know he’s from Fox News, but damn, I actually think Chris Wallace was a terrific moderator. He wasn’t afraid to interject the candidates when needed or when they didn’t address the question. While he did come across with a conservative bias once or twice, but he certainly stood up against Donald when it was needed. I would love to see him on another network."
107,0,I couldn't agree more. He was a great moderator. 
108,3,He killed it. He went after Clinton and Trump equally it felt like 
109,0,"Not only that, but he went after the audience. He was not putting up with any shit in his house."
110,0,"""Yeah!!!"" ""Woohoo!!!""

*""HEY SETTLE THE FUCK DOWN""*"
111,4,I will TURN THIS DEBATE AROUND so help me GOD
112,0,I was worried he'd be partisan but he seemed to have injected an anti-bullshit aura into the room.
113,0,Easy to do when he hates both candidates.
114,0,"Clearly this is the way it should be done, then."
115,0,"He was even tough on the audience for reacting. 

Chris Wallace just got a new fan. I respect his fairness. "
116,4,"Agreed, I think he was the best out of the three debates.  He kept it focused, kept the questions coming, and was respectful."
117,2,"Michelle Obama: ""When they go low, we go high"" 

Trump 2016: ""we can go lower"" "
118,4,Donald Trump had 60 seconds to let the people of America know why they should be voting him for president. He wasted those 60 seconds on trying to make Hillary look bad one last time. He should have just focused on himself for those last 60 seconds it looked extremely desperate and unprofessional in my opinion.
119,4,"And capped it with ""She's going to be four more years of that president who's more popular than ever right now."" Not showing the best judgement there."
120,2,Agreed. She was struggling in some of those later segments but then completely pulled it back together with that final answer. Then Trump took the easy opening and faceplanted to finish it off
121,4,"Steve Schmidt (R) calls Trump's refusal to accept the election result, under direct question, a ""disqualifying moment"" and calls on Paul Ryan to pull away."
122,2,If I get a nickel every time Trump has a disqualifying moment.....
123,0,You would have a small loan of a million dollars
124,2,"In case you need anymore proof that Hillary knows what she's doing, Hillary turn that Wikileake question around  to make it about Russia/Putin and Trump took the bait."
125,3,"I bet she's just laughing her ass off like ""I can't believe that worked.."""
126,3,"I loved that even while he called it out as being a pivot, which it was, he then continued to sound like a Putin evangelical by saying things like ""I haven't even met him! But they're so great! And we're so weak now! I think if we were friends everything would be better! Haven't met him but he's so strong!""

Was just a seriously jaw-droppingly bad performance. I thought maybe he could pick up more of the ignorant vote since he performed slightly better the second time and actually prepared this time, but just every time he talked it was rambling nonsense. Hillary said ""let me try to translate that"" and he would say ""you can't"" and it was true, because it was gibberish. This election has been entertaining as hell but good god is it going to be a landslide."
127,2,Fox News is surprisingly killing Trump's people on their lies.
128,4,Megyn Kelly is the winner of this debate holy shit.
129,4,"Why do you wanna be president? 

Clinton: this this and this. 

Trump: fuck clinton . Nasty woman"
